0, -nan 
0.001, 0.368661 
0.002, 0.113576 
0.003, 0.0787625 
0.004, 0.0306848 
0.005, 0.0177953 
0.006, 0.09488 
0.007, 0.420701 
0.008, 0.0971857 
0.009, 0.280197 
0.01, 0.542756 
0.011, 0.169905 
0.012, 0.0669737 
0.013, 0.00807382 
0.014, 0.188232 
0.015, 0.388596 
0.016, 0.262878 
0.017, 0.294866 
0.018, 0.410104 
0.019, 0.269741 
0.02, 0.310919 
0.021, 0.210204 
0.022, 0.0627596 
0.023, 0.0970217 
0.024, 0.0270251 
0.025, 0.0397486 
0.026, 0.0104656 
0.027, 0.0223363 
0.028, 0.0401692 
0.029, 0.0635597 
0.03, 0.100087 
0.031, 0.134251 
0.032, 0.118818 
0.033, 0.0639621 
0.034, 0.132196 
0.035, 0.265563 
0.036, 0.146528 
0.037, 0.216857 
0.038, 0.304448 
0.039, 0.176759 
0.04, 0.380797 
0.041, 0.193694 
0.042, 0.40969 
0.043, 0.242241 
0.044, 0.376799 
0.045, 0.363711 
0.046, 0.26489 
0.047, 0.483621 
0.048, 0.281235 
0.049, 0.34781 
0.05, 0.494304 
0.051, 0.286743 
0.052, 0.335421 
0.053, 0.511448 
0.054, 0.362877 
0.055, 0.265494 
0.056, 0.443233 
0.057, 0.497863 
0.058, 0.323038 
0.059, 0.269304 
0.06, 0.426312 
0.061, 0.506778 
0.062, 0.381126 
0.063, 0.254813 
0.064, 0.309998 
0.065, 0.454261 
0.066, 0.48843 
0.067, 0.374587 
0.068, 0.254534 
0.069, 0.259779 
0.07, 0.372284 
0.071, 0.467636 
0.072, 0.452906 
0.073, 0.346804 
0.074, 0.244978 
0.075, 0.227986 
0.076, 0.300111 
0.077, 0.398541 
0.078, 0.449234 
0.079, 0.419289 
0.08, 0.331798 
0.081, 0.242607 
0.082, 0.20204 
0.083, 0.227287 
0.084, 0.298275 
0.085, 0.373812 
0.086, 0.415185 
0.087, 0.40408 
0.088, 0.347774 
0.089, 0.272132 
0.09, 0.208108 
0.091, 0.178685 
0.092, 0.191295 
0.093, 0.237375 
0.094, 0.297685 
0.095, 0.35032 
0.096, 0.378165 
0.097, 0.373531 
0.098, 0.33912 
0.099, 0.285802 
0.1, 0.228488 
0.101, 0.181623 
0.102, 0.155559 
0.103, 0.154569 
0.104, 0.176648 
0.105, 0.21481 
0.106, 0.259277 
0.107, 0.299919 
0.108, 0.328366 
0.109, 0.33943 
0.11, 0.331685 
0.111, 0.307247 
0.112, 0.270955 
0.113, 0.229198 
0.114, 0.18867 
0.115, 0.155261 
0.116, 0.133243 
0.117, 0.124834 
0.118, 0.130121 
0.119, 0.147305 
0.12, 0.17317 
0.121, 0.203667 
0.122, 0.23453 
0.123, 0.261823 
0.124, 0.282369 
0.125, 0.294031 
0.126, 0.295832 
0.127, 0.28793 
0.128, 0.27147 
0.129, 0.248365 
0.13, 0.221013 
0.131, 0.19202 
0.132, 0.16393 
0.133, 0.139006 
0.134, 0.119055 
0.135, 0.105329 
0.136, 0.0984775 
0.137, 0.0985571 
0.138, 0.105092 
0.139, 0.117163 
0.14, 0.133526 
0.141, 0.152727 
0.142, 0.173235 
0.143, 0.193545 
0.144, 0.212283 
0.145, 0.228275 
0.146, 0.240607 
0.147, 0.248649 
0.148, 0.252069 
0.149, 0.250824 
0.15, 0.245128 
0.151, 0.235424 
0.152, 0.222331 
0.153, 0.206598 
0.154, 0.189056 
0.155, 0.170562 
0.156, 0.151963 
0.157, 0.13405 
0.158, 0.11753 
0.159, 0.103003 
0.16, 0.0909426 
0.161, 0.0816871 
0.162, 0.0754398 
0.163, 0.0722712 
0.164, 0.0721284 
0.165, 0.0748478 
0.166, 0.0801713 
0.167, 0.0877644 
0.168, 0.0972344 
0.169, 0.10815 
0.17, 0.120059 
0.171, 0.132507 
0.172, 0.145049 
0.173, 0.157269 
0.174, 0.168784 
0.175, 0.179259 
0.176, 0.188409 
0.177, 0.196006 
0.178, 0.201878 
0.179, 0.205915 
0.18, 0.208059 
0.181, 0.208308 
0.182, 0.206709 
0.183, 0.203353 
0.184, 0.198368 
0.185, 0.191915 
0.186, 0.184181 
0.187, 0.175371 
0.188, 0.165702 
0.189, 0.155399 
0.19, 0.144689 
0.191, 0.133792 
0.192, 0.122921 
0.193, 0.112277 
0.194, 0.102046 
0.195, 0.0923933 
0.196, 0.0834659 
0.197, 0.0753883 
0.198, 0.068263 
0.199, 0.0621694 
0.2, 0.0571647 
0.201, 0.0532838 
0.202, 0.0505409 
0.203, 0.0489303 
0.204, 0.0484283 
0.205, 0.0489946 
0.206, 0.0505742 
