-180.000000 0.410000 282.040625 
-180.000000 0.420000 215.804969 
-180.000000 0.430000 163.970799 
-180.000000 0.440000 124.630482 
-180.000000 0.450000 95.411102 
-180.000000 0.460000 75.040261 
-180.000000 0.470000 61.560616 
-180.000000 0.480000 53.114159 
-180.000000 0.490000 47.348375 
-180.000000 0.500000 43.356042 
-180.000000 0.510000 40.382370 
-180.000000 0.520000 37.956655 
-180.000000 0.530000 35.523952 
-180.000000 0.540000 34.233946 
-180.000000 0.550000 35.186958 
-180.000000 0.560000 39.256733 
-180.000000 0.570000 48.411081 
-180.000000 0.580000 64.794971 
-180.000000 0.590000 89.830078 
-180.000000 0.600000 125.505567 

-170.000000 0.410000 260.434969 
-170.000000 0.420000 195.713360 
-170.000000 0.430000 145.332522 
-170.000000 0.440000 107.160016 
-170.000000 0.450000 79.281499 
-170.000000 0.460000 60.194779 
-170.000000 0.470000 47.698541 
-170.000000 0.480000 39.626897 
-170.000000 0.490000 34.836571 
-170.000000 0.500000 31.735329 
-170.000000 0.510000 29.336123 
-170.000000 0.520000 27.219261 
-170.000000 0.530000 25.885555 
-170.000000 0.540000 25.592866 
-170.000000 0.550000 26.588307 
-170.000000 0.560000 31.226742 
-170.000000 0.570000 41.199631 
-170.000000 0.580000 58.360009 
-170.000000 0.590000 84.074409 
-170.000000 0.600000 120.008753 

-160.000000 0.410000 243.037395 
-160.000000 0.420000 179.669976 
-160.000000 0.430000 130.589727 
-160.000000 0.440000 93.308571 
-160.000000 0.450000 66.627731 
-160.000000 0.460000 48.042283 
-160.000000 0.470000 36.162493 
-160.000000 0.480000 29.159226 
-160.000000 0.490000 25.036086 
-160.000000 0.500000 22.237215 
-160.000000 0.510000 20.343213 
-160.000000 0.520000 19.120231 
-160.000000 0.530000 18.489410 
-160.000000 0.540000 18.422225 
-160.000000 0.550000 20.189774 
-160.000000 0.560000 25.549767 
-160.000000 0.570000 36.155572 
-160.000000 0.580000 53.355240 
-160.000000 0.590000 79.650813 
-160.000000 0.600000 116.159844 

