-3.141593 595.764240 
-3.091593 607.641128 
-3.041593 619.385833 
-2.991593 630.991912 
-2.941593 642.449469 
-2.891593 653.719383 
-2.841593 664.762135 
-2.791593 675.538016 
-2.741593 686.007350 
-2.691593 696.130710 
-2.641593 705.792905 
-2.591593 715.022274 
-2.541593 723.791148 
-2.491593 732.063558 
-2.441593 739.804903 
-2.391593 746.982156 
-2.341593 753.564074 
-2.291593 759.521395 
-2.241593 764.827027 
-2.191593 769.454461 
-2.141593 773.313828 
-2.091593 776.456222 
-2.041593 778.865041 
-1.991593 780.526597 
-1.941593 781.430214 
-1.891593 781.568317 
-1.841593 780.936498 
-1.791593 779.533564 
-1.741593 777.361564 
-1.691593 774.425802 
-1.641593 770.734823 
-1.591593 766.300385 
-1.541593 761.137412 
-1.491593 755.263920 
-1.441593 748.688569 
-1.391593 741.420551 
-1.341593 733.516324 
-1.291593 725.005321 
-1.241593 715.919451 
-1.191593 706.292924 
-1.141593 696.162069 
-1.091593 685.565132 
-1.041593 674.542066 
-0.991593 663.134313 
-0.941593 651.384573 
-0.891593 639.336569 
-0.841593 627.034805 
-0.791593 614.524319 
-0.741593 601.850437 
-0.691593 589.058521 
-0.641593 576.193729 
-0.591593 563.300762 
-0.541593 550.423631 
-0.491593 537.605424 
-0.441593 524.888080 
-0.391593 512.312177 
-0.341593 499.916733 
-0.291593 487.739015 
-0.241593 475.814369 
-0.191593 464.176068 
-0.141593 452.855171 
-0.091593 441.880409 
-0.041593 431.254691 
0.008407 421.005028 
0.058407 411.170611 
0.108407 401.770241 
0.158407 392.820144 
0.208407 384.333985 
0.258407 376.322916 
0.308407 368.795634 
0.358407 361.758471 
0.408407 355.146544 
0.458407 349.027822 
0.508407 343.404493 
0.558407 338.274852 
0.608407 333.635533 
0.658407 329.418078 
0.708407 325.660166 
0.758407 322.375173 
0.808407 319.555226 
0.858407 317.142800 
0.908407 315.140000 
0.958407 313.577501 
1.008407 312.446102 
1.058407 311.681862 
1.108407 311.303680 
1.158407 311.333693 
1.208407 311.764110 
1.258407 312.552005 
1.308407 313.694056 
1.358407 315.222153 
1.408407 317.131560 
1.458407 319.418355 
1.508407 322.079426 
1.558407 325.079651 
1.608407 328.448910 
1.658407 332.193953 
1.708407 336.314453 
1.758407 340.810513 
1.808407 345.682540 
1.858407 350.931100 
1.908407 356.556770 
1.958407 362.559973 
2.008407 368.940812 
2.058407 375.698906 
2.108407 382.833209 
2.158407 390.341850 
2.208407 398.189432 
2.258407 406.386778 
2.308407 414.940155 
2.358407 423.842938 
2.408407 433.086950 
2.458407 442.662348 
2.508407 452.557522 
2.558407 462.745615 
2.608407 473.161056 
2.658407 483.845478 
2.708407 494.779746 
2.758407 505.942736 
2.808407 517.311338 
2.858407 528.860481 
2.908407 540.496965 
2.958407 552.233616 
3.008407 564.061419 
3.058407 575.948347 
3.108407 587.860831 
