0, -nan 
0.001, 0.422657 
0.002, 0.195159 
0.003, 0.125683 
0.004, 0.36548 
0.005, 0.255081 
0.006, 0.396662 
0.007, 0.400805 
0.008, 0.22451 
0.009, 0.267012 
0.01, 0.0502969 
0.011, 0.420455 
0.012, 0.18318 
0.013, 0.00291952 
0.014, 0.144498 
0.015, 0.335061 
0.016, 0.456723 
0.017, 0.182441 
0.018, 0.104558 
0.019, 0.0121682 
0.02, 0.00423713 
0.021, 0.0536319 
0.022, 0.165918 
0.023, 0.366251 
0.024, 0.403999 
0.025, 0.323569 
0.026, 0.345773 
0.027, 0.44546 
0.028, 0.332616 
0.029, 0.185355 
0.03, 0.259332 
0.031, 0.183635 
0.032, 0.0486486 
0.033, 0.0724833 
0.034, 0.0865518 
0.035, 0.0679599 
0.036, 0.0436613 
0.037, 0.0241449 
0.038, 0.0139647 
0.039, 0.0219607 
0.04, 0.0422757 
0.041, 0.0330743 
0.042, 0.00459454 
0.043, 0.0683291 
0.044, 0.116104 
0.045, 0.0305716 
0.046, 0.144754 
0.047, 0.124066 
0.048, 0.109551 
0.049, 0.212052 
0.05, 0.108842 
0.051, 0.25935 
0.052, 0.139966 
0.053, 0.267499 
0.054, 0.21331 
0.055, 0.217024 
0.056, 0.331657 
0.057, 0.156166 
0.058, 0.370678 
0.059, 0.257194 
0.06, 0.221516 
0.061, 0.415096 
0.062, 0.242917 
0.063, 0.247244 
0.064, 0.433546 
0.065, 0.288863 
0.066, 0.216767 
0.067, 0.411154 
0.068, 0.394194 
0.069, 0.216506 
0.07, 0.286917 
0.071, 0.448126 
0.072, 0.367063 
0.073, 0.213838 
0.074, 0.279282 
0.075, 0.435175 
0.076, 0.408742 
0.077, 0.25122 
0.078, 0.214656 
0.079, 0.345113 
0.08, 0.443745 
0.081, 0.374492 
0.082, 0.235517 
0.083, 0.203044 
0.084, 0.306968 
0.085, 0.416185 
0.086, 0.406723 
0.087, 0.293149 
0.088, 0.194621 
0.089, 0.203477 
0.09, 0.301892 
0.091, 0.393121 
0.092, 0.396359 
0.093, 0.312002 
0.094, 0.210268 
0.095, 0.167612 
0.096, 0.209244 
0.097, 0.298086 
0.098, 0.368569 
0.099, 0.373694 
0.1, 0.312406 
0.101, 0.224135 
0.102, 0.160225 
0.103, 0.15324 
0.104, 0.201614 
0.105, 0.27493 
0.106, 0.333127 
0.107, 0.347393 
0.108, 0.312355 
0.109, 0.245541 
0.11, 0.176743 
0.111, 0.133777 
0.112, 0.131294 
0.113, 0.166596 
0.114, 0.222833 
0.115, 0.277011 
0.116, 0.309007 
0.117, 0.30821 
0.118, 0.275935 
0.119, 0.22355 
0.12, 0.167693 
0.121, 0.124564 
0.122, 0.105193 
0.123, 0.112894 
0.124, 0.143254 
0.125, 0.186215 
0.126, 0.229356 
0.127, 0.261302 
0.128, 0.27439 
0.129, 0.26607 
0.13, 0.238912 
0.131, 0.199452 
0.132, 0.15633 
0.133, 0.118231 
0.134, 0.0920981 
0.135, 0.0819427 
0.136, 0.0883904 
0.137, 0.108931 
0.138, 0.138718 
0.139, 0.171678 
0.14, 0.201695 
0.141, 0.223641 
0.142, 0.234107 
0.143, 0.231768 
0.144, 0.217368 
0.145, 0.193392 
0.146, 0.163523 
0.147, 0.131992 
0.148, 0.102932 
0.149, 0.0798326 
0.15, 0.0651399 
0.151, 0.0600502 
0.152, 0.064484 
0.153, 0.0772227 
0.154, 0.0961667 
0.155, 0.118666 
0.156, 0.141872 
0.157, 0.163074 
0.158, 0.179978 
0.159, 0.190902 
0.16, 0.194898 
0.161, 0.191769 
0.162, 0.182023 
0.163, 0.166754 
0.164, 0.147486 
0.165, 0.125998 
0.166, 0.104136 
0.167, 0.0836512 
0.168, 0.0660589 
0.169, 0.0525347 
