-3.141593 564.013397 1364.270867 
-3.041593 586.226140 1415.895464 
-2.941593 608.167893 1466.722049 
-2.841593 629.502100 1515.327766 
-2.741593 649.942573 1561.130525 
-2.641593 669.411641 1604.494946 
-2.541593 687.316818 1643.866816 
-2.441593 703.412897 1679.443606 
-2.341593 717.638504 1710.607680 
-2.241593 729.169718 1736.903969 
-2.141593 738.390699 1758.372775 
-2.041593 744.400480 1774.419968 
-1.941593 747.623596 1785.214421 
-1.841593 747.447182 1790.240454 
-1.741593 744.081592 1790.118536 
-1.641593 737.570491 1783.958814 
-1.541593 727.638780 1772.888933 
-1.441593 714.905662 1756.072099 
-1.341593 699.275942 1734.298339 
-1.241593 681.206716 1707.471574 
-1.141593 660.986617 1676.025399 
-1.041593 638.971940 1640.226337 
-0.941593 615.503617 1600.596402 
-0.841593 591.161105 1557.238615 
-0.741593 565.940712 1511.294851 
-0.641593 540.693215 1462.399784 
-0.541593 515.433627 1412.031741 
-0.441593 490.620333 1360.155044 
-0.341593 466.761258 1307.167222 
-0.241593 443.734975 1254.619072 
-0.141593 422.109770 1202.087608 
-0.041593 402.142604 1150.305089 
0.058407 383.604919 1100.410397 
0.158407 367.033035 1052.092845 
0.258407 352.377199 1006.162633 
0.358407 339.560777 963.182929 
0.458407 328.839794 922.951225 
0.558407 319.936229 886.568321 
0.658407 312.997292 853.539908 
0.758407 307.874874 824.688368 
0.858407 304.356019 799.651636 
0.958407 301.991047 779.268509 
1.058407 301.220124 763.147152 
1.158407 301.895519 751.526927 
1.258407 303.968072 744.687345 
1.358407 307.259350 742.679818 
1.458407 311.682881 745.469534 
1.558407 317.194570 753.076637 
1.658407 323.798333 765.454904 
1.758407 331.541738 782.486678 
1.858407 340.507663 803.977484 
1.958407 350.803817 830.018358 
2.058407 362.303522 860.148585 
2.158407 375.249590 894.010859 
2.258407 389.397859 931.798501 
2.358407 404.983250 972.643557 
2.458407 421.824913 1016.721744 
2.558407 439.861816 1063.356505 
2.658407 459.154956 1111.987594 
2.758407 479.479802 1162.858057 
2.858407 500.608421 1214.742897 
2.958407 522.569920 1267.240716 
3.058407 545.176396 1320.450209 
