0 -nan -nan -nan -nan 
1.287 0.00871062 0.00836817 0.990954 0.991186 
1.288 0.00881538 0.00831511 0.990906 0.991148 
1.289 0.0089209 0.00826223 0.990846 0.991098 
1.29 0.00902718 0.00820953 0.990775 0.991037 
1.291 0.0091342 0.00815702 0.990692 0.990965 
1.292 0.00924196 0.0081047 0.990599 0.990881 
1.293 0.00935046 0.00805257 0.990493 0.990786 
1.294 0.00945968 0.00800063 0.990377 0.99068 
1.295 0.00956962 0.00794888 0.990249 0.990563 
1.296 0.00968028 0.00789733 0.99011 0.990434 
1.297 0.00979164 0.00784596 0.98996 0.990295 
1.298 0.00990371 0.00779479 0.989799 0.990144 
1.299 0.0100165 0.00774382 0.989627 0.989983 
1.3 0.0101299 0.00769304 0.989444 0.98981 
1.301 0.010244 0.00764245 0.989251 0.989627 
1.302 0.0103588 0.00759207 0.989046 0.989433 
1.303 0.0104743 0.00754188 0.988831 0.989228 
1.304 0.0105904 0.00749189 0.988604 0.989012 
1.305 0.0107072 0.0074421 0.988368 0.988786 
1.306 0.0108247 0.0073925 0.98812 0.988549 
1.307 0.0109428 0.00734311 0.987863 0.988302 
1.308 0.0110615 0.00729393 0.987594 0.988044 
1.309 0.0111808 0.00724494 0.987315 0.987776 
1.31 0.0113008 0.00719616 0.987026 0.987498 
1.311 0.0114214 0.00714758 0.986727 0.987209 
1.312 0.0115426 0.0070992 0.986417 0.98691 
1.313 0.0116644 0.00705103 0.986097 0.986601 
1.314 0.0117868 0.00700306 0.985767 0.986281 
1.315 0.0119098 0.00695531 0.985426 0.985952 
1.316 0.0120334 0.00690775 0.985076 0.985612 
1.317 0.0121575 0.00686041 0.984716 0.985263 
1.318 0.0122823 0.00681327 0.984345 0.984903 
1.319 0.0124076 0.00676634 0.983965 0.984534 
1.32 0.0125335 0.00671963 0.983575 0.984155 
1.321 0.0126599 0.00667312 0.983175 0.983766 
1.322 0.0127869 0.00662682 0.982766 0.983367 
1.323 0.0129144 0.00658073 0.982347 0.982959 
1.324 0.0130425 0.00653485 0.981918 0.982541 
1.325 0.0131711 0.00648919 0.98148 0.982114 
1.326 0.0133002 0.00644373 0.981032 0.981677 
1.327 0.0134299 0.00639849 0.980574 0.981231 
1.328 0.0135601 0.00635347 0.980108 0.980775 
1.329 0.0136907 0.00630865 0.979631 0.98031 
1.33 0.0138219 0.00626406 0.979146 0.979836 
1.331 0.0139536 0.00621967 0.978651 0.979352 
1.332 0.0140858 0.0061755 0.978148 0.978859 
1.333 0.0142185 0.00613155 0.977635 0.978357 
1.334 0.0143516 0.00608781 0.977113 0.977846 
1.335 0.0144852 0.00604429 0.976581 0.977327 
1.336 0.0146193 0.00600098 0.976041 0.976798 
1.337 0.0147539 0.00595789 0.975492 0.97626 
1.338 0.0148889 0.00591502 0.974935 0.975713 
1.339 0.0150244 0.00587237 0.974368 0.975158 
1.34 0.0151603 0.00582994 0.973792 0.974593 
1.341 0.0152967 0.00578772 0.973208 0.97402 
1.342 0.0154335 0.00574572 0.972616 0.973439 
1.343 0.0155707 0.00570394 0.972014 0.972849 
1.344 0.0157084 0.00566238 0.971404 0.97225 
1.345 0.0158465 0.00562104 0.970786 0.971643 
1.346 0.015985 0.00557992 0.970159 0.971027 
1.347 0.0161239 0.00553902 0.969523 0.970403 
1.348 0.0162633 0.00549834 0.96888 0.969771 
1.349 0.016403 0.00545788 0.968228 0.96913 
1.35 0.0165431 0.00541764 0.967568 0.968481 
1.351 0.0166836 0.00537762 0.966899 0.967824 
1.352 0.0168245 0.00533782 0.966223 0.967159 
1.353 0.0169658 0.00529825 0.965538 0.966486 
1.354 0.0171075 0.00525889 0.964845 0.965804 
1.355 0.0172495 0.00521976 0.964145 0.965115 
1.356 0.0173919 0.00518085 0.963436 0.964418 
1.357 0.0175347 0.00514216 0.96272 0.963713 
1.358 0.0176778 0.0051037 0.961995 0.963 
1.359 0.0178212 0.00506545 0.961263 0.962279 
1.36 0.0179651 0.00502743 0.960523 0.96155 
1.361 0.0181092 0.00498963 0.959776 0.960814 
1.362 0.0182537 0.00495206 0.959021 0.960071 
1.363 0.0183985 0.00491471 0.958258 0.959319 
1.364 0.0185437 0.00487758 0.957488 0.95856 
1.365 0.0186891 0.00484067 0.95671 0.957794 
1.366 0.0188349 0.00480399 0.955925 0.95702 
1.367 0.018981 0.00476753 0.955132 0.956239 
1.368 0.0191274 0.00473129 0.954332 0.955451 
1.369 0.0192741 0.00469528 0.953525 0.954655 
1.37 0.0194211 0.00465949 0.952711 0.953852 
1.371 0.0195684 0.00462393 0.951889 0.953042 
1.372 0.019716 0.00458858 0.95106 0.952225 
1.373 0.0198638 0.00455347 0.950225 0.9514 
1.374 0.020012 0.00451857 0.949382 0.950569 
1.375 0.0201604 0.0044839 0.948532 0.94973 
1.376 0.0203091 0.00444945 0.947675 0.948885 
1.377 0.0204581 0.00441523 0.946811 0.948033 
1.378 0.0206073 0.00438123 0.945941 0.947174 
1.379 0.0207568 0.00434745 0.945064 0.946308 
1.38 0.0209065 0.0043139 0.94418 0.945435 
1.381 0.0210565 0.00428057 0.943289 0.944556 
1.382 0.0212067 0.00424746 0.942391 0.94367 
1.383 0.0213571 0.00421458 0.941487 0.942778 
1.384 0.0215078 0.00418192 0.940577 0.941878 
1.385 0.0216588 0.00414949 0.93966 0.940973 
1.386 0.0218099 0.00411728 0.938736 0.940061 
1.387 0.0219613 0.00408529 0.937806 0.939142 
1.388 0.0221129 0.00405352 0.93687 0.938217 
1.389 0.0222647 0.00402198 0.935927 0.937286 
1.39 0.0224167 0.00399066 0.934978 0.936349 
1.391 0.0225689 0.00395956 0.934023 0.935405 
1.392 0.0227214 0.00392869 0.933062 0.934455 
1.393 0.022874 0.00389804 0.932094 0.933499 
1.394 0.0230268 0.00386761 0.931121 0.932537 
1.395 0.0231798 0.0038374 0.930141 0.931569 
1.396 0.023333 0.00380742 0.929156 0.930595 
1.397 0.0234864 0.00377766 0.928164 0.929615 
1.398 0.0236399 0.00374812 0.927167 0.928629 
1.399 0.0237936 0.0037188 0.926163 0.927637 
1.4 0.0239475 0.0036897 0.925154 0.926639 
1.401 0.0241016 0.00366083 0.924139 0.925636 
1.402 0.0242558 0.00363217 0.923119 0.924626 
1.403 0.0244102 0.00360374 0.922092 0.923611 
1.404 0.0245647 0.00357553 0.92106 0.922591 
1.405 0.0247194 0.00354754 0.920023 0.921565 
1.406 0.0248742 0.00351977 0.91898 0.920533 
1.407 0.0250292 0.00349222 0.917931 0.919496 
1.408 0.0251843 0.00346489 0.916877 0.918453 
1.409 0.0253395 0.00343777 0.915817 0.917405 
1.41 0.0254949 0.00341088 0.914753 0.916352 
1.411 0.0256504 0.00338421 0.913682 0.915293 
1.412 0.025806 0.00335776 0.912607 0.914229 
1.413 0.0259618 0.00333153 0.911526 0.913159 
1.414 0.0261176 0.00330552 0.91044 0.912085 
1.415 0.0262736 0.00327972 0.909349 0.911005 
1.416 0.0264297 0.00325414 0.908253 0.90992 
1.417 0.0265859 0.00322878 0.907152 0.90883 
1.418 0.0267422 0.00320364 0.906045 0.907735 
1.419 0.0268986 0.00317872 0.904934 0.906635 
1.42 0.0270551 0.00315401 0.903818 0.90553 
1.421 0.0272116 0.00312952 0.902697 0.904421 
1.422 0.0273683 0.00310525 0.901571 0.903306 
1.423 0.0275251 0.00308119 0.90044 0.902186 
1.424 0.0276819 0.00305735 0.899304 0.901062 
1.425 0.0278388 0.00303373 0.898164 0.899933 
1.426 0.0279958 0.00301032 0.897019 0.898799 
1.427 0.0281529 0.00298712 0.895869 0.897661 
1.428 0.02831 0.00296414 0.894715 0.896518 
1.429 0.0284672 0.00294138 0.893556 0.89537 
1.43 0.0286244 0.00291883 0.892393 0.894218 
1.431 0.0287818 0.00289649 0.891225 0.893061 
1.432 0.0289391 0.00287437 0.890052 0.8919 
1.433 0.0290965 0.00285246 0.888876 0.890735 
1.434 0.029254 0.00283076 0.887695 0.889565 
1.435 0.0294115 0.00280927 0.886509 0.888391 
1.436 0.0295691 0.002788 0.885319 0.887212 
1.437 0.0297267 0.00276694 0.884125 0.886029 
1.438 0.0298843 0.00274609 0.882927 0.884842 
1.439 0.030042 0.00272546 0.881725 0.883651 
1.44 0.0301997 0.00270503 0.880518 0.882456 
1.441 0.0303574 0.00268481 0.879308 0.881256 
1.442 0.0305152 0.00266481 0.878093 0.880053 
1.443 0.0306729 0.00264501 0.876874 0.878845 
1.444 0.0308307 0.00262542 0.875652 0.877633 
1.445 0.0309885 0.00260604 0.874425 0.876418 
1.446 0.0311464 0.00258687 0.873194 0.875198 
1.447 0.0313042 0.00256791 0.87196 0.873975 
1.448 0.031462 0.00254916 0.870722 0.872748 
1.449 0.0316199 0.00253061 0.86948 0.871517 
1.45 0.0317777 0.00251227 0.868234 0.870282 
1.451 0.0319356 0.00249414 0.866985 0.869044 
1.452 0.0320934 0.00247621 0.865731 0.867802 
1.453 0.0322512 0.00245849 0.864475 0.866556 
1.454 0.032409 0.00244097 0.863214 0.865307 
1.455 0.0325668 0.00242366 0.86195 0.864054 
1.456 0.0327246 0.00240655 0.860683 0.862797 
1.457 0.0328824 0.00238965 0.859412 0.861537 
1.458 0.0330401 0.00237295 0.858137 0.860273 
1.459 0.0331979 0.00235646 0.85686 0.859007 
1.46 0.0333556 0.00234016 0.855578 0.857736 
1.461 0.0335132 0.00232407 0.854294 0.856462 
1.462 0.0336709 0.00230819 0.853006 0.855185 
1.463 0.0338285 0.0022925 0.851715 0.853905 
1.464 0.033986 0.00227701 0.85042 0.852622 
1.465 0.0341436 0.00226173 0.849123 0.851335 
1.466 0.0343011 0.00224664 0.847822 0.850045 
1.467 0.0344585 0.00223176 0.846518 0.848752 
1.468 0.0346159 0.00221707 0.845211 0.847455 
1.469 0.0347732 0.00220258 0.843901 0.846156 
1.47 0.0349305 0.0021883 0.842587 0.844854 
1.471 0.0350878 0.0021742 0.841271 0.843548 
1.472 0.035245 0.00216031 0.839952 0.84224 
1.473 0.0354021 0.00214661 0.83863 0.840928 
1.474 0.0355592 0.00213311 0.837305 0.839614 
1.475 0.0357162 0.00211981 0.835977 0.838297 
1.476 0.0358731 0.0021067 0.834647 0.836977 
1.477 0.0360299 0.00209379 0.833313 0.835654 
1.478 0.0361867 0.00208107 0.831977 0.834329 
1.479 0.0363435 0.00206854 0.830638 0.833 
1.48 0.0365001 0.00205621 0.829296 0.831669 
1.481 0.0366567 0.00204407 0.827952 0.830336 
1.482 0.0368132 0.00203213 0.826605 0.828999 
1.483 0.0369696 0.00202038 0.825256 0.82766 
1.484 0.0371259 0.00200881 0.823904 0.826319 
1.485 0.0372821 0.00199744 0.822549 0.824975 
1.486 0.0374383 0.00198626 0.821192 0.823628 
1.487 0.0375943 0.00197527 0.819832 0.822279 
1.488 0.0377503 0.00196447 0.81847 0.820927 
1.489 0.0379061 0.00195386 0.817106 0.819573 
1.49 0.0380619 0.00194344 0.815739 0.818217 
1.491 0.0382176 0.00193321 0.81437 0.816858 
1.492 0.0383731 0.00192316 0.812998 0.815497 
1.493 0.0385286 0.0019133 0.811624 0.814133 
1.494 0.038684 0.00190363 0.810248 0.812768 
1.495 0.0388392 0.00189414 0.80887 0.8114 
1.496 0.0389943 0.00188484 0.80749 0.81003 
1.497 0.0391494 0.00187573 0.806107 0.808657 
1.498 0.0393043 0.0018668 0.804722 0.807283 
1.499 0.0394591 0.00185805 0.803335 0.805906 
1.5 0.0396138 0.00184949 0.801946 0.804528 
1.501 0.0397683 0.00184111 0.800555 0.803147 
1.502 0.0399228 0.00183291 0.799162 0.801764 
1.503 0.0400771 0.00182489 0.797768 0.80038 
1.504 0.0402313 0.00181706 0.796371 0.798993 
1.505 0.0403853 0.00180941 0.794972 0.797604 
1.506 0.0405393 0.00180193 0.793571 0.796214 
1.507 0.0406931 0.00179464 0.792168 0.794821 
1.508 0.0408467 0.00178753 0.790764 0.793427 
1.509 0.0410003 0.00178059 0.789358 0.792031 
1.51 0.0411537 0.00177384 0.78795 0.790633 
1.511 0.0413069 0.00176726 0.78654 0.789233 
1.512 0.04146 0.00176086 0.785128 0.787832 
1.513 0.041613 0.00175463 0.783715 0.786428 
1.514 0.0417659 0.00174858 0.7823 0.785023 
1.515 0.0419185 0.00174271 0.780884 0.783617 
1.516 0.0420711 0.00173701 0.779466 0.782209 
1.517 0.0422235 0.00173149 0.778046 0.780799 
1.518 0.0423757 0.00172614 0.776625 0.779388 
1.519 0.0425278 0.00172096 0.775202 0.777975 
1.52 0.0426798 0.00171596 0.773778 0.77656 
1.521 0.0428315 0.00171113 0.772352 0.775145 
1.522 0.0429832 0.00170647 0.770925 0.773727 
1.523 0.0431346 0.00170198 0.769496 0.772308 
1.524 0.0432859 0.00169766 0.768066 0.770888 
1.525 0.0434371 0.00169352 0.766635 0.769467 
1.526 0.0435881 0.00168954 0.765202 0.768044 
1.527 0.0437389 0.00168573 0.763768 0.766619 
1.528 0.0438895 0.00168209 0.762333 0.765194 
1.529 0.04404 0.00167862 0.760896 0.763767 
1.53 0.0441903 0.00167531 0.759458 0.762339 
1.531 0.0443405 0.00167218 0.758019 0.760909 
1.532 0.0444904 0.0016692 0.756579 0.759479 
1.533 0.0446402 0.0016664 0.755138 0.758047 
1.534 0.0447899 0.00166376 0.753695 0.756614 
1.535 0.0449393 0.00166128 0.752251 0.75518 
1.536 0.0450886 0.00165897 0.750807 0.753745 
1.537 0.0452377 0.00165682 0.749361 0.752309 
1.538 0.0453866 0.00165483 0.747914 0.750871 
1.539 0.0455353 0.00165301 0.746466 0.749433 
1.54 0.0456838 0.00165135 0.745017 0.747993 
1.541 0.0458322 0.00164985 0.743568 0.746553 
1.542 0.0459804 0.00164851 0.742117 0.745112 
1.543 0.0461283 0.00164733 0.740665 0.74367 
1.544 0.0462761 0.00164631 0.739213 0.742226 
1.545 0.0464237 0.00164545 0.737759 0.740782 
1.546 0.0465711 0.00164475 0.736305 0.739337 
1.547 0.0467184 0.0016442 0.73485 0.737892 
1.548 0.0468654 0.00164382 0.733394 0.736445 
1.549 0.0470122 0.00164359 0.731937 0.734998 
1.55 0.0471588 0.00164351 0.73048 0.73355 
1.551 0.0473053 0.00164359 0.729022 0.732101 
1.552 0.0474515 0.00164383 0.727563 0.730651 
1.553 0.0475975 0.00164422 0.726103 0.729201 
1.554 0.0477434 0.00164477 0.724643 0.72775 
1.555 0.047889 0.00164547 0.723182 0.726298 
1.556 0.0480344 0.00164632 0.721721 0.724846 
1.557 0.0481796 0.00164732 0.720259 0.723393 
1.558 0.0483246 0.00164848 0.718796 0.721939 
1.559 0.0484695 0.00164978 0.717333 0.720485 
1.56 0.048614 0.00165124 0.715869 0.719031 
1.561 0.0487584 0.00165285 0.714405 0.717575 
1.562 0.0489026 0.0016546 0.71294 0.71612 
1.563 0.0490466 0.00165651 0.711475 0.714664 
1.564 0.0491903 0.00165856 0.71001 0.713207 
1.565 0.0493339 0.00166076 0.708544 0.71175 
1.566 0.0494772 0.00166311 0.707077 0.710292 
1.567 0.0496203 0.00166561 0.70561 0.708835 
1.568 0.0497632 0.00166825 0.704143 0.707376 
1.569 0.0499058 0.00167103 0.702676 0.705918 
1.57 0.0500483 0.00167397 0.701208 0.704459 
1.571 0.0501905 0.00167704 0.69974 0.702999 
1.572 0.0503325 0.00168026 0.698272 0.70154 
1.573 0.0504743 0.00168362 0.696803 0.70008 
1.574 0.0506159 0.00168713 0.695334 0.69862 
1.575 0.0507572 0.00169078 0.693865 0.69716 
1.576 0.0508983 0.00169457 0.692396 0.695699 
1.577 0.0510392 0.0016985 0.690926 0.694238 
1.578 0.0511798 0.00170257 0.689457 0.692777 
1.579 0.0513203 0.00170678 0.687987 0.691316 
1.58 0.0514605 0.00171113 0.686517 0.689855 
1.581 0.0516004 0.00171562 0.685047 0.688394 
1.582 0.0517402 0.00172024 0.683577 0.686932 
1.583 0.0518797 0.00172501 0.682107 0.685471 
1.584 0.052019 0.00172991 0.680637 0.684009 
1.585 0.052158 0.00173495 0.679167 0.682547 
1.586 0.0522968 0.00174012 0.677697 0.681086 
1.587 0.0524354 0.00174543 0.676226 0.679624 
1.588 0.0525737 0.00175087 0.674756 0.678162 
1.589 0.0527118 0.00175645 0.673286 0.676701 
1.59 0.0528497 0.00176216 0.671816 0.675239 
1.591 0.0529873 0.00176801 0.670346 0.673778 
1.592 0.0531247 0.00177399 0.668877 0.672316 
1.593 0.0532618 0.0017801 0.667407 0.670855 
1.594 0.0533987 0.00178634 0.665938 0.669394 
1.595 0.0535354 0.00179271 0.664468 0.667933 
1.596 0.0536718 0.00179921 0.662999 0.666472 
1.597 0.053808 0.00180584 0.66153 0.665011 
1.598 0.0539439 0.0018126 0.660061 0.66355 
1.599 0.0540796 0.00181949 0.658593 0.66209 
1.6 0.0542151 0.00182651 0.657124 0.66063 
1.601 0.0543502 0.00183366 0.655656 0.65917 
1.602 0.0544852 0.00184093 0.654189 0.65771 
1.603 0.0546199 0.00184833 0.652721 0.656251 
1.604 0.0547544 0.00185585 0.651254 0.654792 
1.605 0.0548886 0.0018635 0.649787 0.653333 
1.606 0.0550225 0.00187128 0.648321 0.651875 
1.607 0.0551562 0.00187918 0.646855 0.650417 
1.608 0.0552897 0.0018872 0.645389 0.648959 
1.609 0.0554229 0.00189535 0.643924 0.647502 
1.61 0.0555558 0.00190362 0.642459 0.646045 
1.611 0.0556885 0.00191201 0.640995 0.644588 
1.612 0.055821 0.00192052 0.639531 0.643132 
1.613 0.0559532 0.00192915 0.638067 0.641677 
1.614 0.0560851 0.0019379 0.636604 0.640221 
1.615 0.0562168 0.00194678 0.635141 0.638767 
1.616 0.0563482 0.00195577 0.633679 0.637312 
1.617 0.0564794 0.00196488 0.632218 0.635859 
1.618 0.0566103 0.00197411 0.630757 0.634405 
1.619 0.056741 0.00198346 0.629296 0.632953 
1.62 0.0568714 0.00199292 0.627837 0.631501 
1.621 0.0570015 0.00200251 0.626377 0.630049 
1.622 0.0571314 0.0020122 0.624919 0.628598 
1.623 0.057261 0.00202202 0.623461 0.627147 
1.624 0.0573904 0.00203194 0.622003 0.625698 
1.625 0.0575195 0.00204199 0.620546 0.624248 
1.626 0.0576483 0.00205214 0.61909 0.6228 
1.627 0.0577769 0.00206241 0.617635 0.621352 
1.628 0.0579052 0.00207279 0.61618 0.619905 
1.629 0.0580333 0.00208329 0.614726 0.618458 
1.63 0.058161 0.0020939 0.613273 0.617012 
1.631 0.0582886 0.00210461 0.61182 0.615567 
1.632 0.0584158 0.00211544 0.610368 0.614123 
1.633 0.0585428 0.00212638 0.608917 0.612679 
1.634 0.0586696 0.00213743 0.607467 0.611236 
1.635 0.058796 0.00214859 0.606017 0.609794 
1.636 0.0589222 0.00215985 0.604568 0.608352 
1.637 0.0590482 0.00217123 0.60312 0.606912 
1.638 0.0591739 0.00218271 0.601673 0.605472 
1.639 0.0592993 0.0021943 0.600227 0.604033 
1.64 0.0594244 0.00220599 0.598782 0.602595 
1.641 0.0595493 0.00221779 0.597337 0.601157 
1.642 0.0596739 0.0022297 0.595893 0.599721 
1.643 0.0597982 0.00224171 0.594451 0.598285 
1.644 0.0599223 0.00225383 0.593009 0.596851 
1.645 0.0600461 0.00226605 0.591568 0.595417 
1.646 0.0601696 0.00227837 0.590128 0.593984 
1.647 0.0602929 0.0022908 0.588689 0.592552 
1.648 0.0604158 0.00230332 0.58725 0.591121 
1.649 0.0605386 0.00231595 0.585813 0.589691 
1.65 0.060661 0.00232868 0.584377 0.588261 
1.651 0.0607832 0.00234152 0.582942 0.586833 
1.652 0.0609051 0.00235445 0.581508 0.585406 
1.653 0.0610267 0.00236748 0.580074 0.58398 
1.654 0.0611481 0.00238061 0.578642 0.582554 
1.655 0.0612692 0.00239384 0.577211 0.58113 
1.656 0.06139 0.00240717 0.575781 0.579707 
1.657 0.0615105 0.0024206 0.574352 0.578285 
1.658 0.0616308 0.00243412 0.572924 0.576864 
1.659 0.0617508 0.00244774 0.571497 0.575444 
1.66 0.0618705 0.00246145 0.570072 0.574025 
1.661 0.06199 0.00247527 0.568647 0.572607 
1.662 0.0621091 0.00248917 0.567223 0.57119 
1.663 0.062228 0.00250317 0.565801 0.569775 
1.664 0.0623467 0.00251727 0.56438 0.56836 
1.665 0.062465 0.00253146 0.56296 0.566947 
1.666 0.0625831 0.00254574 0.561541 0.565534 
1.667 0.0627009 0.00256012 0.560123 0.564123 
1.668 0.0628184 0.00257458 0.558706 0.562713 
1.669 0.0629357 0.00258914 0.557291 0.561304 
1.67 0.0630526 0.00260379 0.555877 0.559897 
1.671 0.0631693 0.00261853 0.554464 0.55849 
1.672 0.0632858 0.00263336 0.553052 0.557085 
1.673 0.0634019 0.00264828 0.551642 0.555681 
1.674 0.0635178 0.00266329 0.550233 0.554279 
1.675 0.0636334 0.00267839 0.548825 0.552877 
1.676 0.0637487 0.00269358 0.547418 0.551477 
1.677 0.0638637 0.00270885 0.546013 0.550078 
1.678 0.0639785 0.00272422 0.544608 0.54868 
1.679 0.0640929 0.00273966 0.543206 0.547284 
1.68 0.0642071 0.0027552 0.541804 0.545888 
1.681 0.0643211 0.00277082 0.540404 0.544495 
1.682 0.0644347 0.00278653 0.539005 0.543102 
1.683 0.0645481 0.00280232 0.537608 0.541711 
1.684 0.0646612 0.00281819 0.536211 0.540321 
1.685 0.064774 0.00283415 0.534817 0.538932 
1.686 0.0648865 0.00285019 0.533423 0.537545 
1.687 0.0649988 0.00286632 0.532031 0.536159 
1.688 0.0651107 0.00288253 0.53064 0.534775 
1.689 0.0652224 0.00289882 0.529251 0.533391 
1.69 0.0653339 0.00291519 0.527863 0.53201 
1.691 0.065445 0.00293164 0.526477 0.530629 
1.692 0.0655559 0.00294817 0.525092 0.52925 
1.693 0.0656664 0.00296479 0.523708 0.527873 
1.694 0.0657767 0.00298148 0.522326 0.526496 
1.695 0.0658868 0.00299825 0.520945 0.525122 
1.696 0.0659965 0.0030151 0.519566 0.523748 
1.697 0.066106 0.00303203 0.518188 0.522377 
1.698 0.0662152 0.00304904 0.516812 0.521006 
1.699 0.0663241 0.00306612 0.515437 0.519637 
1.7 0.0664327 0.00308328 0.514063 0.51827 
1.701 0.066541 0.00310052 0.512692 0.516904 
1.702 0.0666491 0.00311783 0.511321 0.515539 
1.703 0.0667569 0.00313522 0.509952 0.514176 
1.704 0.0668644 0.00315268 0.508585 0.512815 
1.705 0.0669716 0.00317022 0.507219 0.511455 
1.706 0.0670786 0.00318783 0.505855 0.510096 
1.707 0.0671852 0.00320552 0.504492 0.508739 
1.708 0.0672916 0.00322327 0.503131 0.507384 
1.709 0.0673977 0.00324111 0.501772 0.50603 
1.71 0.0675036 0.00325901 0.500414 0.504678 
1.711 0.0676091 0.00327699 0.499057 0.503327 
1.712 0.0677144 0.00329503 0.497702 0.501978 
1.713 0.0678194 0.00331315 0.496349 0.50063 
1.714 0.0679241 0.00333134 0.494997 0.499284 
1.715 0.0680285 0.0033496 0.493647 0.497939 
1.716 0.0681326 0.00336793 0.492299 0.496597 
1.717 0.0682365 0.00338632 0.490952 0.495255 
1.718 0.0683401 0.00340479 0.489607 0.493916 
1.719 0.0684434 0.00342332 0.488263 0.492578 
1.72 0.0685464 0.00344193 0.486922 0.491241 
1.721 0.0686492 0.0034606 0.485581 0.489906 
1.722 0.0687517 0.00347933 0.484243 0.488573 
1.723 0.0688538 0.00349814 0.482906 0.487242 
1.724 0.0689558 0.00351701 0.481571 0.485912 
1.725 0.0690574 0.00353594 0.480237 0.484584 
1.726 0.0691587 0.00355494 0.478905 0.483257 
1.727 0.0692598 0.00357401 0.477575 0.481932 
1.728 0.0693606 0.00359314 0.476247 0.480609 
1.729 0.0694611 0.00361233 0.47492 0.479287 
1.73 0.0695614 0.00363159 0.473595 0.477968 
1.731 0.0696613 0.00365091 0.472271 0.476649 
1.732 0.069761 0.00367029 0.47095 0.475333 
1.733 0.0698604 0.00368973 0.46963 0.474018 
1.734 0.0699595 0.00370924 0.468312 0.472705 
1.735 0.0700584 0.00372881 0.466995 0.471394 
1.736 0.0701569 0.00374844 0.465681 0.470084 
1.737 0.0702552 0.00376813 0.464368 0.468777 
1.738 0.0703532 0.00378788 0.463056 0.46747 
1.739 0.070451 0.00380769 0.461747 0.466166 
1.74 0.0705484 0.00382756 0.460439 0.464863 
1.741 0.0706456 0.00384749 0.459134 0.463563 
1.742 0.0707425 0.00386748 0.45783 0.462264 
1.743 0.0708391 0.00388752 0.456527 0.460966 
1.744 0.0709354 0.00390763 0.455227 0.459671 
1.745 0.0710315 0.00392779 0.453928 0.458377 
1.746 0.0711273 0.003948 0.452631 0.457085 
1.747 0.0712228 0.00396828 0.451336 0.455795 
1.748 0.071318 0.00398861 0.450043 0.454506 
1.749 0.071413 0.00400899 0.448752 0.45322 
1.75 0.0715077 0.00402943 0.447462 0.451935 
1.751 0.0716021 0.00404993 0.446174 0.450652 
1.752 0.0716962 0.00407048 0.444888 0.449371 
1.753 0.07179 0.00409109 0.443604 0.448092 
1.754 0.0718836 0.00411174 0.442322 0.446814 
1.755 0.0719769 0.00413246 0.441042 0.445539 
1.756 0.0720699 0.00415322 0.439763 0.444265 
1.757 0.0721627 0.00417404 0.438486 0.442993 
1.758 0.0722551 0.00419491 0.437212 0.441723 
1.759 0.0723473 0.00421583 0.435939 0.440454 
1.76 0.0724393 0.0042368 0.434668 0.439188 
1.761 0.0725309 0.00425783 0.433399 0.437923 
1.762 0.0726223 0.0042789 0.432131 0.436661 
1.763 0.0727134 0.00430002 0.430866 0.4354 
1.764 0.0728042 0.0043212 0.429602 0.434141 
1.765 0.0728947 0.00434242 0.428341 0.432884 
1.766 0.072985 0.0043637 0.427081 0.431629 
1.767 0.073075 0.00438502 0.425823 0.430375 
1.768 0.0731647 0.00440639 0.424568 0.429124 
1.769 0.0732542 0.00442781 0.423314 0.427874 
1.77 0.0733434 0.00444927 0.422062 0.426627 
1.771 0.0734323 0.00447078 0.420812 0.425381 
1.772 0.0735209 0.00449234 0.419563 0.424137 
1.773 0.0736093 0.00451395 0.418317 0.422896 
1.774 0.0736973 0.0045356 0.417073 0.421656 
1.775 0.0737852 0.0045573 0.415831 0.420418 
1.776 0.0738727 0.00457904 0.41459 0.419181 
1.777 0.07396 0.00460083 0.413352 0.417947 
1.778 0.074047 0.00462266 0.412115 0.416715 
1.779 0.0741337 0.00464454 0.410881 0.415485 
1.78 0.0742202 0.00466646 0.409648 0.414256 
1.781 0.0743063 0.00468843 0.408418 0.41303 
1.782 0.0743923 0.00471044 0.407189 0.411806 
1.783 0.0744779 0.00473249 0.405962 0.410583 
1.784 0.0745633 0.00475458 0.404738 0.409362 
1.785 0.0746484 0.00477671 0.403515 0.408144 
1.786 0.0747332 0.00479889 0.402294 0.406927 
1.787 0.0748178 0.00482111 0.401076 0.405713 
1.788 0.0749021 0.00484337 0.399859 0.4045 
1.789 0.0749861 0.00486567 0.398644 0.403289 
1.79 0.0750699 0.00488801 0.397431 0.40208 
1.791 0.0751534 0.00491039 0.396221 0.400874 
1.792 0.0752366 0.00493281 0.395012 0.399669 
1.793 0.0753196 0.00495527 0.393805 0.398466 
1.794 0.0754022 0.00497777 0.3926 0.397265 
1.795 0.0754847 0.0050003 0.391398 0.396067 
1.796 0.0755668 0.00502288 0.390197 0.39487 
1.797 0.0756487 0.00504549 0.388998 0.393675 
1.798 0.0757303 0.00506814 0.387802 0.392482 
1.799 0.0758117 0.00509083 0.386607 0.391291 
1.8 0.0758928 0.00511356 0.385415 0.390103 
1.801 0.0759736 0.00513632 0.384224 0.388916 
1.802 0.0760541 0.00515911 0.383035 0.387731 
1.803 0.0761344 0.00518195 0.381849 0.386548 
1.804 0.0762145 0.00520482 0.380665 0.385368 
1.805 0.0762942 0.00522772 0.379482 0.384189 
