0 -nan -nan -nan -nan 
2.564 0.0868323 0.0204689 0.00801586 0.0124514 
2.565 0.0868105 0.0204801 0.00801679 0.0124502 
2.566 0.0867886 0.0204912 0.00801846 0.0124497 
2.567 0.0867667 0.0205023 0.00802087 0.01245 
2.568 0.0867447 0.0205134 0.00802401 0.012451 
2.569 0.0867228 0.0205245 0.0080279 0.0124527 
2.57 0.0867007 0.0205355 0.00803252 0.0124552 
2.571 0.0866787 0.0205465 0.00803787 0.0124584 
2.572 0.0866566 0.0205575 0.00804395 0.0124623 
2.573 0.0866344 0.0205685 0.00805076 0.012467 
2.574 0.0866123 0.0205794 0.00805829 0.0124724 
2.575 0.0865901 0.0205903 0.00806656 0.0124785 
2.576 0.0865678 0.0206012 0.00807554 0.0124853 
2.577 0.0865456 0.0206121 0.00808525 0.0124929 
2.578 0.0865233 0.0206229 0.00809568 0.0125011 
2.579 0.0865009 0.0206337 0.00810683 0.0125101 
2.58 0.0864785 0.0206445 0.00811869 0.0125198 
2.581 0.0864561 0.0206553 0.00813127 0.0125303 
2.582 0.0864337 0.020666 0.00814456 0.0125414 
2.583 0.0864112 0.0206767 0.00815857 0.0125532 
2.584 0.0863887 0.0206874 0.00817329 0.0125658 
2.585 0.0863661 0.0206981 0.00818871 0.012579 
2.586 0.0863436 0.0207087 0.00820484 0.012593 
2.587 0.0863209 0.0207194 0.00822168 0.0126077 
2.588 0.0862983 0.02073 0.00823922 0.0126231 
2.589 0.0862756 0.0207405 0.00825746 0.0126391 
2.59 0.0862529 0.0207511 0.0082764 0.0126559 
2.591 0.0862301 0.0207616 0.00829604 0.0126734 
2.592 0.0862074 0.0207721 0.00831638 0.0126916 
2.593 0.0861845 0.0207826 0.00833742 0.0127104 
2.594 0.0861617 0.020793 0.00835914 0.01273 
2.595 0.0861388 0.0208035 0.00838156 0.0127502 
2.596 0.0861159 0.0208139 0.00840467 0.0127712 
2.597 0.0860929 0.0208242 0.00842847 0.0127928 
2.598 0.08607 0.0208346 0.00845295 0.0128151 
2.599 0.086047 0.0208449 0.00847812 0.0128381 
2.6 0.0860239 0.0208552 0.00850398 0.0128618 
2.601 0.0860008 0.0208655 0.00853052 0.0128862 
2.602 0.0859777 0.0208758 0.00855773 0.0129112 
2.603 0.0859546 0.020886 0.00858563 0.0129369 
2.604 0.0859314 0.0208962 0.0086142 0.0129633 
2.605 0.0859082 0.0209064 0.00864345 0.0129904 
2.606 0.085885 0.0209166 0.00867337 0.0130181 
2.607 0.0858617 0.0209267 0.00870397 0.0130466 
2.608 0.0858384 0.0209369 0.00873523 0.0130757 
2.609 0.0858151 0.0209469 0.00876717 0.0131054 
2.61 0.0857917 0.020957 0.00879977 0.0131358 
2.611 0.0857683 0.0209671 0.00883304 0.0131669 
2.612 0.0857449 0.0209771 0.00886697 0.0131987 
2.613 0.0857215 0.0209871 0.00890157 0.0132311 
2.614 0.085698 0.0209971 0.00893682 0.0132642 
2.615 0.0856745 0.021007 0.00897274 0.0132979 
2.616 0.0856509 0.021017 0.00900932 0.0133323 
2.617 0.0856274 0.0210269 0.00904655 0.0133673 
2.618 0.0856038 0.0210367 0.00908443 0.013403 
2.619 0.0855801 0.0210466 0.00912297 0.0134394 
2.62 0.0855565 0.0210564 0.00916216 0.0134764 
2.621 0.0855328 0.0210663 0.009202 0.0135141 
2.622 0.0855091 0.021076 0.00924249 0.0135524 
2.623 0.0854853 0.0210858 0.00928363 0.0135913 
2.624 0.0854615 0.0210956 0.00932541 0.0136309 
2.625 0.0854377 0.0211053 0.00936783 0.0136712 
2.626 0.0854139 0.021115 0.0094109 0.013712 
2.627 0.08539 0.0211246 0.00945461 0.0137536 
2.628 0.0853661 0.0211343 0.00949896 0.0137957 
2.629 0.0853422 0.0211439 0.00954394 0.0138385 
2.63 0.0853183 0.0211535 0.00958956 0.0138819 
2.631 0.0852943 0.0211631 0.00963582 0.013926 
2.632 0.0852703 0.0211727 0.0096827 0.0139707 
2.633 0.0852463 0.0211822 0.00973022 0.014016 
2.634 0.0852222 0.0211917 0.00977837 0.014062 
2.635 0.0851981 0.0212012 0.00982715 0.0141086 
2.636 0.085174 0.0212107 0.00987655 0.0141558 
2.637 0.0851498 0.0212201 0.00992658 0.0142036 
2.638 0.0851257 0.0212295 0.00997724 0.0142521 
2.639 0.0851015 0.0212389 0.0100285 0.0143012 
2.64 0.0850772 0.0212483 0.0100804 0.0143509 
2.641 0.085053 0.0212577 0.0101329 0.0144012 
2.642 0.0850287 0.021267 0.0101861 0.0144521 
2.643 0.0850044 0.0212763 0.0102398 0.0145037 
2.644 0.0849801 0.0212856 0.0102942 0.0145559 
2.645 0.0849557 0.0212948 0.0103491 0.0146086 
2.646 0.0849313 0.0213041 0.0104047 0.014662 
2.647 0.0849069 0.0213133 0.0104609 0.014716 
2.648 0.0848825 0.0213225 0.0105177 0.0147707 
2.649 0.084858 0.0213317 0.0105752 0.0148259 
2.65 0.0848335 0.0213408 0.0106332 0.0148817 
2.651 0.084809 0.0213499 0.0106918 0.0149381 
2.652 0.0847844 0.021359 0.010751 0.0149952 
2.653 0.0847599 0.0213681 0.0108108 0.0150528 
2.654 0.0847353 0.0213772 0.0108713 0.015111 
2.655 0.0847107 0.0213862 0.0109323 0.0151698 
2.656 0.084686 0.0213952 0.0109939 0.0152293 
2.657 0.0846613 0.0214042 0.0110561 0.0152893 
2.658 0.0846366 0.0214132 0.011119 0.0153499 
2.659 0.0846119 0.0214221 0.0111824 0.0154111 
2.66 0.0845872 0.021431 0.0112463 0.0154729 
2.661 0.0845624 0.0214399 0.0113109 0.0155353 
2.662 0.0845376 0.0214488 0.0113761 0.0155982 
2.663 0.0845128 0.0214577 0.0114419 0.0156618 
2.664 0.0844879 0.0214665 0.0115082 0.0157259 
2.665 0.0844631 0.0214753 0.0115751 0.0157907 
2.666 0.0844382 0.0214841 0.0116426 0.015856 
2.667 0.0844133 0.0214929 0.0117107 0.0159219 
2.668 0.0843883 0.0215016 0.0117794 0.0159883 
2.669 0.0843633 0.0215103 0.0118486 0.0160554 
2.67 0.0843384 0.021519 0.0119185 0.016123 
2.671 0.0843133 0.0215277 0.0119888 0.0161912 
2.672 0.0842883 0.0215364 0.0120598 0.0162599 
2.673 0.0842632 0.021545 0.0121314 0.0163293 
2.674 0.0842382 0.0215536 0.0122035 0.0163992 
2.675 0.084213 0.0215622 0.0122761 0.0164697 
2.676 0.0841879 0.0215708 0.0123494 0.0165407 
2.677 0.0841628 0.0215793 0.0124232 0.0166123 
2.678 0.0841376 0.0215878 0.0124976 0.0166845 
2.679 0.0841124 0.0215964 0.0125725 0.0167572 
2.68 0.0840872 0.0216048 0.012648 0.0168305 
2.681 0.0840619 0.0216133 0.0127241 0.0169044 
2.682 0.0840366 0.0216217 0.0128007 0.0169788 
2.683 0.0840114 0.0216301 0.0128779 0.0170538 
2.684 0.083986 0.0216385 0.0129556 0.0171293 
2.685 0.0839607 0.0216469 0.0130339 0.0172054 
2.686 0.0839353 0.0216553 0.0131128 0.0172821 
2.687 0.08391 0.0216636 0.0131922 0.0173593 
2.688 0.0838846 0.0216719 0.0132721 0.017437 
2.689 0.0838591 0.0216802 0.0133526 0.0175153 
2.69 0.0838337 0.0216884 0.0134337 0.0175941 
2.691 0.0838082 0.0216967 0.0135153 0.0176735 
2.692 0.0837827 0.0217049 0.0135974 0.0177535 
2.693 0.0837572 0.0217131 0.0136801 0.0178339 
2.694 0.0837317 0.0217213 0.0137633 0.017915 
2.695 0.0837061 0.0217294 0.0138471 0.0179965 
2.696 0.0836806 0.0217376 0.0139314 0.0180786 
2.697 0.083655 0.0217457 0.0140162 0.0181613 
2.698 0.0836294 0.0217538 0.0141016 0.0182444 
2.699 0.0836037 0.0217618 0.0141875 0.0183281 
2.7 0.0835781 0.0217699 0.014274 0.0184124 
2.701 0.0835524 0.0217779 0.014361 0.0184972 
2.702 0.0835267 0.0217859 0.0144485 0.0185825 
2.703 0.083501 0.0217939 0.0145365 0.0186683 
2.704 0.0834752 0.0218019 0.0146251 0.0187547 
2.705 0.0834495 0.0218098 0.0147142 0.0188416 
2.706 0.0834237 0.0218177 0.0148038 0.018929 
2.707 0.0833979 0.0218256 0.014894 0.0190169 
2.708 0.0833721 0.0218335 0.0149846 0.0191054 
2.709 0.0833462 0.0218414 0.0150758 0.0191944 
2.71 0.0833204 0.0218492 0.0151676 0.0192839 
2.711 0.0832945 0.021857 0.0152598 0.0193739 
2.712 0.0832686 0.0218648 0.0153526 0.0194645 
2.713 0.0832427 0.0218726 0.0154458 0.0195556 
2.714 0.0832167 0.0218803 0.0155396 0.0196471 
2.715 0.0831908 0.0218881 0.0156339 0.0197392 
2.716 0.0831648 0.0218958 0.0157287 0.0198318 
2.717 0.0831388 0.0219035 0.0158241 0.019925 
2.718 0.0831128 0.0219111 0.0159199 0.0200186 
2.719 0.0830868 0.0219188 0.0160162 0.0201127 
2.72 0.0830607 0.0219264 0.0161131 0.0202074 
2.721 0.0830346 0.021934 0.0162104 0.0203025 
2.722 0.0830085 0.0219416 0.0163083 0.0203982 
2.723 0.0829824 0.0219491 0.0164067 0.0204943 
2.724 0.0829563 0.0219567 0.0165055 0.020591 
2.725 0.0829302 0.0219642 0.0166049 0.0206882 
2.726 0.082904 0.0219717 0.0167048 0.0207858 
2.727 0.0828778 0.0219792 0.0168051 0.020884 
2.728 0.0828516 0.0219867 0.016906 0.0209827 
2.729 0.0828254 0.0219941 0.0170074 0.0210818 
2.73 0.0827992 0.0220015 0.0171092 0.0211815 
2.731 0.0827729 0.0220089 0.0172116 0.0212816 
2.732 0.0827466 0.0220163 0.0173144 0.0213822 
2.733 0.0827204 0.0220236 0.0174177 0.0214834 
2.734 0.082694 0.022031 0.0175216 0.021585 
2.735 0.0826677 0.0220383 0.0176259 0.0216871 
2.736 0.0826414 0.0220456 0.0177307 0.0217897 
2.737 0.082615 0.0220529 0.0178359 0.0218927 
2.738 0.0825886 0.0220601 0.0179417 0.0219963 
2.739 0.0825623 0.0220674 0.018048 0.0221004 
2.74 0.0825358 0.0220746 0.0181547 0.0222049 
2.741 0.0825094 0.0220818 0.0182619 0.0223099 
2.742 0.082483 0.0220889 0.0183696 0.0224154 
2.743 0.0824565 0.0220961 0.0184777 0.0225213 
2.744 0.08243 0.0221032 0.0185864 0.0226278 
2.745 0.0824035 0.0221103 0.0186955 0.0227347 
2.746 0.082377 0.0221174 0.0188051 0.0228421 
2.747 0.0823505 0.0221245 0.0189152 0.0229499 
2.748 0.082324 0.0221316 0.0190257 0.0230583 
2.749 0.0822974 0.0221386 0.0191367 0.0231671 
2.75 0.0822708 0.0221456 0.0192482 0.0232764 
2.751 0.0822442 0.0221526 0.0193601 0.0233861 
2.752 0.0822176 0.0221596 0.0194726 0.0234963 
2.753 0.082191 0.0221665 0.0195854 0.023607 
2.754 0.0821644 0.0221734 0.0196988 0.0237181 
2.755 0.0821377 0.0221804 0.0198126 0.0238297 
2.756 0.0821111 0.0221873 0.0199268 0.0239418 
2.757 0.0820844 0.0221941 0.0200416 0.0240543 
2.758 0.0820577 0.022201 0.0201568 0.0241673 
2.759 0.0820309 0.0222078 0.0202724 0.0242808 
2.76 0.0820042 0.0222146 0.0203885 0.0243947 
2.761 0.0819775 0.0222214 0.0205051 0.024509 
2.762 0.0819507 0.0222282 0.0206221 0.0246238 
2.763 0.0819239 0.0222349 0.0207395 0.0247391 
2.764 0.0818971 0.0222417 0.0208575 0.0248548 
2.765 0.0818703 0.0222484 0.0209758 0.024971 
2.766 0.0818435 0.0222551 0.0210947 0.0250876 
2.767 0.0818167 0.0222618 0.0212139 0.0252047 
2.768 0.0817898 0.0222684 0.0213336 0.0253222 
2.769 0.081763 0.022275 0.0214538 0.0254402 
2.77 0.0817361 0.0222817 0.0215744 0.0255586 
2.771 0.0817092 0.0222883 0.0216955 0.0256774 
2.772 0.0816823 0.0222948 0.0218169 0.0257967 
2.773 0.0816554 0.0223014 0.0219389 0.0259164 
2.774 0.0816284 0.0223079 0.0220613 0.0260366 
2.775 0.0816015 0.0223144 0.0221841 0.0261572 
2.776 0.0815745 0.0223209 0.0223073 0.0262783 
2.777 0.0815475 0.0223274 0.022431 0.0263998 
2.778 0.0815205 0.0223339 0.0225551 0.0265217 
2.779 0.0814935 0.0223403 0.0226797 0.0266441 
2.78 0.0814665 0.0223467 0.0228047 0.0267669 
2.781 0.0814395 0.0223532 0.0229301 0.0268901 
2.782 0.0814124 0.0223595 0.023056 0.0270138 
2.783 0.0813854 0.0223659 0.0231822 0.0271379 
2.784 0.0813583 0.0223722 0.023309 0.0272624 
2.785 0.0813312 0.0223786 0.0234361 0.0273873 
2.786 0.0813041 0.0223849 0.0235637 0.0275127 
2.787 0.081277 0.0223912 0.0236917 0.0276385 
2.788 0.0812499 0.0223974 0.0238201 0.0277647 
2.789 0.0812227 0.0224037 0.0239489 0.0278914 
2.79 0.0811956 0.0224099 0.0240782 0.0280184 
2.791 0.0811684 0.0224161 0.0242078 0.0281459 
2.792 0.0811412 0.0224223 0.0243379 0.0282738 
2.793 0.0811141 0.0224285 0.0244685 0.0284021 
2.794 0.0810869 0.0224346 0.0245994 0.0285309 
2.795 0.0810596 0.0224408 0.0247307 0.0286601 
2.796 0.0810324 0.0224469 0.0248625 0.0287896 
2.797 0.0810052 0.022453 0.0249947 0.0289196 
2.798 0.0809779 0.0224591 0.0251273 0.02905 
2.799 0.0809507 0.0224651 0.0252603 0.0291808 
2.8 0.0809234 0.0224712 0.0253937 0.0293121 
2.801 0.0808961 0.0224772 0.0255275 0.0294437 
2.802 0.0808688 0.0224832 0.0256618 0.0295757 
2.803 0.0808415 0.0224892 0.0257964 0.0297082 
2.804 0.0808142 0.0224951 0.0259314 0.029841 
2.805 0.0807868 0.0225011 0.0260669 0.0299743 
2.806 0.0807595 0.022507 0.0262027 0.030108 
2.807 0.0807321 0.0225129 0.026339 0.030242 
2.808 0.0807048 0.0225188 0.0264756 0.0303765 
2.809 0.0806774 0.0225247 0.0266127 0.0305114 
2.81 0.08065 0.0225305 0.0267502 0.0306467 
2.811 0.0806226 0.0225364 0.026888 0.0307823 
2.812 0.0805952 0.0225422 0.0270263 0.0309184 
2.813 0.0805677 0.022548 0.0271649 0.0310549 
2.814 0.0805403 0.0225537 0.027304 0.0311917 
2.815 0.0805129 0.0225595 0.0274434 0.031329 
2.816 0.0804854 0.0225653 0.0275832 0.0314666 
2.817 0.0804579 0.022571 0.0277234 0.0316046 
2.818 0.0804305 0.0225767 0.027864 0.0317431 
2.819 0.080403 0.0225824 0.028005 0.0318819 
2.82 0.0803755 0.022588 0.0281464 0.0320211 
2.821 0.0803479 0.0225937 0.0282882 0.0321607 
2.822 0.0803204 0.0225993 0.0284304 0.0323007 
2.823 0.0802929 0.0226049 0.0285729 0.032441 
2.824 0.0802653 0.0226105 0.0287158 0.0325818 
2.825 0.0802378 0.0226161 0.0288592 0.0327229 
2.826 0.0802102 0.0226217 0.0290029 0.0328645 
2.827 0.0801827 0.0226272 0.0291469 0.0330063 
2.828 0.0801551 0.0226327 0.0292914 0.0331486 
2.829 0.0801275 0.0226382 0.0294362 0.0332913 
2.83 0.0800999 0.0226437 0.0295814 0.0334343 
2.831 0.0800723 0.0226492 0.029727 0.0335777 
2.832 0.0800446 0.0226546 0.029873 0.0337215 
2.833 0.080017 0.0226601 0.0300193 0.0338657 
2.834 0.0799894 0.0226655 0.030166 0.0340102 
2.835 0.0799617 0.0226709 0.0303131 0.0341551 
2.836 0.0799341 0.0226763 0.0304606 0.0343004 
2.837 0.0799064 0.0226816 0.0306084 0.0344461 
2.838 0.0798787 0.022687 0.0307566 0.0345921 
2.839 0.079851 0.0226923 0.0309052 0.0347385 
2.84 0.0798233 0.0226976 0.0310541 0.0348853 
2.841 0.0797956 0.0227029 0.0312034 0.0350324 
2.842 0.0797679 0.0227082 0.0313531 0.0351799 
2.843 0.0797402 0.0227134 0.0315031 0.0353277 
2.844 0.0797124 0.0227187 0.0316535 0.035476 
2.845 0.0796847 0.0227239 0.0318042 0.0356245 
2.846 0.0796569 0.0227291 0.0319554 0.0357735 
2.847 0.0796292 0.0227343 0.0321068 0.0359228 
2.848 0.0796014 0.0227394 0.0322587 0.0360725 
2.849 0.0795736 0.0227446 0.0324108 0.0362225 
2.85 0.0795458 0.0227497 0.0325634 0.0363729 
2.851 0.079518 0.0227548 0.0327163 0.0365236 
2.852 0.0794902 0.0227599 0.0328696 0.0366747 
2.853 0.0794624 0.022765 0.0330232 0.0368261 
2.854 0.0794346 0.02277 0.0331771 0.036978 
2.855 0.0794068 0.0227751 0.0333315 0.0371301 
2.856 0.0793789 0.0227801 0.0334861 0.0372826 
2.857 0.0793511 0.0227851 0.0336411 0.0374355 
2.858 0.0793232 0.0227901 0.0337965 0.0375887 
2.859 0.0792954 0.0227951 0.0339522 0.0377422 
2.86 0.0792675 0.0228 0.0341083 0.0378961 
2.861 0.0792396 0.022805 0.0342647 0.0380504 
2.862 0.0792117 0.0228099 0.0344215 0.038205 
2.863 0.0791838 0.0228148 0.0345786 0.0383599 
2.864 0.0791559 0.0228197 0.034736 0.0385152 
2.865 0.079128 0.0228246 0.0348938 0.0386708 
2.866 0.0791001 0.0228294 0.0350519 0.0388268 
2.867 0.0790722 0.0228343 0.0352104 0.0389831 
2.868 0.0790443 0.0228391 0.0353692 0.0391397 
2.869 0.0790163 0.0228439 0.0355283 0.0392967 
2.87 0.0789884 0.0228487 0.0356878 0.039454 
2.871 0.0789604 0.0228534 0.0358476 0.0396117 
2.872 0.0789325 0.0228582 0.0360077 0.0397697 
2.873 0.0789045 0.0228629 0.0361682 0.039928 
2.874 0.0788765 0.0228676 0.0363291 0.0400867 
2.875 0.0788485 0.0228723 0.0364902 0.0402457 
2.876 0.0788206 0.022877 0.0366517 0.040405 
2.877 0.0787926 0.0228817 0.0368135 0.0405647 
2.878 0.0787646 0.0228863 0.0369756 0.0407247 
2.879 0.0787366 0.0228909 0.0371381 0.040885 
2.88 0.0787085 0.0228956 0.0373009 0.0410456 
2.881 0.0786805 0.0229002 0.037464 0.0412066 
2.882 0.0786525 0.0229047 0.0376275 0.0413679 
2.883 0.0786245 0.0229093 0.0377912 0.0415295 
2.884 0.0785964 0.0229139 0.0379553 0.0416915 
2.885 0.0785684 0.0229184 0.0381198 0.0418538 
2.886 0.0785403 0.0229229 0.0382845 0.0420164 
2.887 0.0785123 0.0229274 0.0384496 0.0421793 
2.888 0.0784842 0.0229319 0.038615 0.0423425 
2.889 0.0784561 0.0229363 0.0387807 0.0425061 
2.89 0.078428 0.0229408 0.0389467 0.04267 
2.891 0.0784 0.0229452 0.039113 0.0428342 
2.892 0.0783719 0.0229496 0.0392797 0.0429987 
2.893 0.0783438 0.022954 0.0394466 0.0431635 
2.894 0.0783157 0.0229584 0.0396139 0.0433286 
2.895 0.0782876 0.0229628 0.0397815 0.0434941 
2.896 0.0782594 0.0229671 0.0399494 0.0436599 
2.897 0.0782313 0.0229715 0.0401176 0.0438259 
2.898 0.0782032 0.0229758 0.0402862 0.0439923 
2.899 0.0781751 0.0229801 0.040455 0.044159 
2.9 0.0781469 0.0229843 0.0406242 0.0443261 
2.901 0.0781188 0.0229886 0.0407936 0.0444934 
2.902 0.0780906 0.0229929 0.0409634 0.044661 
2.903 0.0780625 0.0229971 0.0411335 0.0448289 
2.904 0.0780343 0.0230013 0.0413038 0.0449972 
2.905 0.0780062 0.0230055 0.0414745 0.0451657 
2.906 0.077978 0.0230097 0.0416455 0.0453346 
2.907 0.0779498 0.0230139 0.0418168 0.0455037 
2.908 0.0779217 0.023018 0.0419884 0.0456732 
2.909 0.0778935 0.0230222 0.0421603 0.045843 
2.91 0.0778653 0.0230263 0.0423325 0.046013 
2.911 0.0778371 0.0230304 0.0425049 0.0461834 
2.912 0.0778089 0.0230345 0.0426777 0.046354 
2.913 0.0777807 0.0230385 0.0428508 0.046525 
2.914 0.0777525 0.0230426 0.0430242 0.0466962 
2.915 0.0777243 0.0230466 0.0431979 0.0468678 
2.916 0.0776961 0.0230507 0.0433718 0.0470396 
2.917 0.0776678 0.0230547 0.0435461 0.0472118 
2.918 0.0776396 0.0230587 0.0437206 0.0473842 
2.919 0.0776114 0.0230626 0.0438955 0.0475569 
2.92 0.0775831 0.0230666 0.0440706 0.0477299 
2.921 0.0775549 0.0230705 0.0442461 0.0479032 
2.922 0.0775267 0.0230745 0.0444218 0.0480768 
2.923 0.0774984 0.0230784 0.0445978 0.0482507 
2.924 0.0774702 0.0230823 0.0447741 0.0484249 
2.925 0.0774419 0.0230862 0.0449507 0.0485994 
2.926 0.0774136 0.02309 0.0451275 0.0487741 
2.927 0.0773854 0.0230939 0.0453047 0.0489491 
2.928 0.0773571 0.0230977 0.0454821 0.0491245 
2.929 0.0773288 0.0231015 0.0456598 0.0493001 
2.93 0.0773006 0.0231053 0.0458378 0.0494759 
2.931 0.0772723 0.0231091 0.0460161 0.0496521 
2.932 0.077244 0.0231129 0.0461947 0.0498285 
2.933 0.0772157 0.0231166 0.0463735 0.0500053 
2.934 0.0771874 0.0231204 0.0465526 0.0501823 
2.935 0.0771591 0.0231241 0.046732 0.0503596 
2.936 0.0771308 0.0231278 0.0469117 0.0505371 
2.937 0.0771025 0.0231315 0.0470917 0.050715 
2.938 0.0770742 0.0231352 0.0472719 0.0508931 
2.939 0.0770459 0.0231389 0.0474524 0.0510715 
2.94 0.0770176 0.0231425 0.0476332 0.0512501 
2.941 0.0769893 0.0231461 0.0478142 0.0514291 
2.942 0.076961 0.0231497 0.0479955 0.0516083 
2.943 0.0769326 0.0231533 0.0481771 0.0517878 
2.944 0.0769043 0.0231569 0.048359 0.0519675 
2.945 0.076876 0.0231605 0.0485411 0.0521476 
2.946 0.0768477 0.0231641 0.0487235 0.0523279 
2.947 0.0768193 0.0231676 0.0489062 0.0525084 
2.948 0.076791 0.0231711 0.0490891 0.0526893 
2.949 0.0767627 0.0231746 0.0492723 0.0528704 
2.95 0.0767343 0.0231781 0.0494558 0.0530517 
2.951 0.076706 0.0231816 0.0496395 0.0532334 
2.952 0.0766776 0.0231851 0.0498235 0.0534153 
2.953 0.0766493 0.0231885 0.0500078 0.0535974 
2.954 0.0766209 0.023192 0.0501923 0.0537798 
2.955 0.0765926 0.0231954 0.0503771 0.0539625 
2.956 0.0765642 0.0231988 0.0505621 0.0541455 
2.957 0.0765358 0.0232022 0.0507474 0.0543287 
2.958 0.0765075 0.0232055 0.050933 0.0545121 
2.959 0.0764791 0.0232089 0.0511188 0.0546959 
2.96 0.0764507 0.0232122 0.0513049 0.0548799 
2.961 0.0764224 0.0232156 0.0514912 0.0550641 
2.962 0.076394 0.0232189 0.0516778 0.0552486 
2.963 0.0763656 0.0232222 0.0518646 0.0554333 
2.964 0.0763372 0.0232255 0.0520517 0.0556184 
2.965 0.0763089 0.0232287 0.0522391 0.0558036 
2.966 0.0762805 0.023232 0.0524267 0.0559891 
2.967 0.0762521 0.0232352 0.0526146 0.0561749 
2.968 0.0762237 0.0232384 0.0528027 0.0563609 
2.969 0.0761953 0.0232417 0.052991 0.0565472 
2.97 0.0761669 0.0232449 0.0531796 0.0567337 
2.971 0.0761385 0.023248 0.0533685 0.0569205 
2.972 0.0761101 0.0232512 0.0535576 0.0571075 
2.973 0.0760817 0.0232543 0.0537469 0.0572948 
2.974 0.0760533 0.0232575 0.0539365 0.0574823 
2.975 0.0760249 0.0232606 0.0541264 0.05767 
2.976 0.0759965 0.0232637 0.0543165 0.057858 
2.977 0.0759681 0.0232668 0.0545068 0.0580463 
2.978 0.0759397 0.0232699 0.0546974 0.0582348 
2.979 0.0759113 0.0232729 0.0548882 0.0584235 
2.98 0.0758829 0.023276 0.0550792 0.0586125 
2.981 0.0758545 0.023279 0.0552705 0.0588017 
2.982 0.0758261 0.023282 0.0554621 0.0589912 
2.983 0.0757977 0.0232851 0.0556538 0.0591809 
2.984 0.0757693 0.023288 0.0558459 0.0593708 
2.985 0.0757409 0.023291 0.0560381 0.059561 
2.986 0.0757125 0.023294 0.0562306 0.0597514 
2.987 0.075684 0.0232969 0.0564233 0.0599421 
2.988 0.0756556 0.0232999 0.0566163 0.060133 
2.989 0.0756272 0.0233028 0.0568095 0.0603241 
2.99 0.0755988 0.0233057 0.0570029 0.0605155 
2.991 0.0755704 0.0233086 0.0571966 0.060707 
2.992 0.0755419 0.0233115 0.0573905 0.0608989 
2.993 0.0755135 0.0233143 0.0575846 0.0610909 
2.994 0.0754851 0.0233172 0.057779 0.0612832 
2.995 0.0754567 0.02332 0.0579735 0.0614758 
2.996 0.0754282 0.0233228 0.0581684 0.0616685 
2.997 0.0753998 0.0233256 0.0583634 0.0618615 
2.998 0.0753714 0.0233284 0.0585587 0.0620547 
2.999 0.075343 0.0233312 0.0587542 0.0622481 
3 0.0753145 0.023334 0.0589499 0.0624418 
3.001 0.0752861 0.0233367 0.0591459 0.0626357 
3.002 0.0752577 0.0233394 0.059342 0.0628298 
3.003 0.0752293 0.0233422 0.0595385 0.0630242 
3.004 0.0752008 0.0233449 0.0597351 0.0632187 
3.005 0.0751724 0.0233476 0.0599319 0.0634135 
3.006 0.075144 0.0233502 0.060129 0.0636085 
3.007 0.0751155 0.0233529 0.0603263 0.0638038 
3.008 0.0750871 0.0233556 0.0605238 0.0639992 
3.009 0.0750587 0.0233582 0.0607215 0.0641949 
3.01 0.0750302 0.0233608 0.0609195 0.0643908 
3.011 0.0750018 0.0233634 0.0611177 0.0645869 
3.012 0.0749734 0.023366 0.061316 0.0647833 
3.013 0.0749449 0.0233686 0.0615146 0.0649798 
3.014 0.0749165 0.0233712 0.0617135 0.0651766 
3.015 0.0748881 0.0233737 0.0619125 0.0653736 
3.016 0.0748596 0.0233763 0.0621118 0.0655708 
3.017 0.0748312 0.0233788 0.0623112 0.0657682 
3.018 0.0748028 0.0233813 0.0625109 0.0659658 
3.019 0.0747744 0.0233838 0.0627108 0.0661637 
3.02 0.0747459 0.0233863 0.0629109 0.0663617 
3.021 0.0747175 0.0233888 0.0631112 0.06656 
3.022 0.0746891 0.0233912 0.0633117 0.0667585 
3.023 0.0746606 0.0233937 0.0635125 0.0669572 
3.024 0.0746322 0.0233961 0.0637134 0.0671561 
3.025 0.0746038 0.0233985 0.0639146 0.0673552 
3.026 0.0745753 0.0234009 0.0641159 0.0675545 
3.027 0.0745469 0.0234033 0.0643175 0.0677541 
3.028 0.0745185 0.0234057 0.0645193 0.0679538 
3.029 0.0744901 0.023408 0.0647212 0.0681537 
3.03 0.0744616 0.0234104 0.0649234 0.0683539 
3.031 0.0744332 0.0234127 0.0651258 0.0685542 
3.032 0.0744048 0.0234151 0.0653284 0.0687548 
3.033 0.0743764 0.0234174 0.0655312 0.0689556 
3.034 0.0743479 0.0234197 0.0657342 0.0691565 
3.035 0.0743195 0.0234219 0.0659374 0.0693577 
3.036 0.0742911 0.0234242 0.0661408 0.0695591 
3.037 0.0742627 0.0234265 0.0663444 0.0697606 
3.038 0.0742342 0.0234287 0.0665482 0.0699624 
3.039 0.0742058 0.023431 0.0667522 0.0701644 
3.04 0.0741774 0.0234332 0.0669564 0.0703665 
3.041 0.074149 0.0234354 0.0671608 0.0705689 
3.042 0.0741206 0.0234376 0.0673654 0.0707715 
3.043 0.0740922 0.0234397 0.0675702 0.0709742 
3.044 0.0740637 0.0234419 0.0677751 0.0711772 
3.045 0.0740353 0.0234441 0.0679803 0.0713803 
3.046 0.0740069 0.0234462 0.0681857 0.0715837 
3.047 0.0739785 0.0234483 0.0683913 0.0717872 
3.048 0.0739501 0.0234504 0.068597 0.071991 
3.049 0.0739217 0.0234525 0.068803 0.0721949 
3.05 0.0738933 0.0234546 0.0690091 0.072399 
3.051 0.0738649 0.0234567 0.0692154 0.0726033 
