-180.000000 0.410000 256.952752 
-180.000000 0.420000 201.382185 
-180.000000 0.430000 159.090206 
-180.000000 0.440000 127.854003 
-180.000000 0.450000 106.572544 
-180.000000 0.460000 93.248667 
-180.000000 0.470000 85.919008 
-180.000000 0.480000 82.234608 
-180.000000 0.490000 80.598194 
-180.000000 0.500000 80.441751 
-180.000000 0.510000 81.062794 
-180.000000 0.520000 82.223138 
-180.000000 0.530000 83.601269 
-180.000000 0.540000 86.439517 
-180.000000 0.550000 92.089395 
-180.000000 0.560000 101.994254 
-180.000000 0.570000 117.458062 
-180.000000 0.580000 140.527631 
-180.000000 0.590000 173.631007 
-180.000000 0.600000 218.645782 

-170.000000 0.410000 280.300934 
-170.000000 0.420000 224.451838 
-170.000000 0.430000 182.000939 
-170.000000 0.440000 150.490875 
-170.000000 0.450000 128.938733 
-170.000000 0.460000 115.347308 
-170.000000 0.470000 107.753242 
-170.000000 0.480000 103.939355 
-170.000000 0.490000 102.021876 
-170.000000 0.500000 101.608913 
-170.000000 0.510000 101.976491 
-170.000000 0.520000 102.886252 
-170.000000 0.530000 103.988203 
-170.000000 0.540000 106.579477 
-170.000000 0.550000 111.984432 
-170.000000 0.560000 121.516162 
-170.000000 0.570000 136.706360 
-170.000000 0.580000 159.534283 
-170.000000 0.590000 192.396300 
-170.000000 0.600000 237.169415 

-160.000000 0.410000 304.877598 
-160.000000 0.420000 248.645128 
-160.000000 0.430000 206.106933 
-160.000000 0.440000 174.222104 
-160.000000 0.450000 152.299856 
-160.000000 0.460000 138.343655 
-160.000000 0.470000 130.390881 
-160.000000 0.480000 126.469280 
-160.000000 0.490000 124.261882 
-160.000000 0.500000 123.512288 
-160.000000 0.510000 123.551381 
-160.000000 0.520000 124.140917 
-160.000000 0.530000 124.978116 
-160.000000 0.540000 127.263080 
-160.000000 0.550000 132.368837 
-160.000000 0.560000 141.360286 
-160.000000 0.570000 156.306151 
-160.000000 0.580000 178.850474 
-160.000000 0.590000 211.432432 
-160.000000 0.600000 255.927946 

-150.000000 0.410000 329.343425 
-150.000000 0.420000 272.652651 
-150.000000 0.430000 229.708882 
-150.000000 0.440000 197.781045 
-150.000000 0.450000 175.418286 
-150.000000 0.460000 161.028810 
-150.000000 0.470000 152.651430 
-150.000000 0.480000 148.467973 
-150.000000 0.490000 146.175630 
-150.000000 0.500000 145.036294 
-150.000000 0.510000 144.698424 
-150.000000 0.520000 144.924146 
-150.000000 0.530000 145.521172 
-150.000000 0.540000 147.465585 
-150.000000 0.550000 151.925672 
-150.000000 0.560000 160.556391 
-150.000000 0.570000 175.278054 
-150.000000 0.580000 197.540762 
-150.000000 0.590000 229.826865 
-150.000000 0.600000 273.792469 

-140.000000 0.410000 352.276089 
-140.000000 0.420000 295.088907 
-140.000000 0.430000 251.652553 
-140.000000 0.440000 219.829366 
-140.000000 0.450000 196.990974 
-140.000000 0.460000 182.134535 
-140.000000 0.470000 173.300919 
-140.000000 0.480000 168.674028 
-140.000000 0.490000 166.342402 
