-3.141593 395.317917 
-3.036873 408.075550 
-2.932153 420.632123 
-2.827433 432.784536 
-2.722714 444.318128 
-2.617994 455.012422 
-2.513274 464.647426 
-2.408554 473.010271 
-2.303835 479.901958 
-2.199115 485.143960 
-2.094395 488.584436 
-1.989675 490.103832 
-1.884956 489.619621 
-1.780236 487.090015 
-1.675516 482.516465 
-1.570796 475.944845 
-1.466077 467.465242 
-1.361357 457.210346 
-1.256637 445.352454 
-1.151917 432.099205 
-1.047198 417.688160 
-0.942478 402.380418 
-0.837758 386.453481 
-0.733038 370.193617 
-0.628319 353.887976 
-0.523599 337.816742 
-0.418879 322.245599 
-0.314159 307.418772 
-0.209440 293.552910 
-0.104720 280.832037 
0.000000 269.403768 
0.104720 259.376940 
0.209440 250.820760 
0.314159 243.765510 
0.418879 238.204762 
0.523599 234.099017 
0.628319 231.380581 
0.733038 229.959443 
0.837758 229.729849 
0.942478 230.577232 
1.047198 232.385127 
1.151917 235.041672 
1.256637 238.445348 
1.361357 242.509601 
1.466077 247.166104 
1.570796 252.366475 
1.675516 258.082399 
1.780236 264.304207 
1.884956 271.038075 
1.989675 278.302093 
2.094395 286.121501 
2.199115 294.523411 
2.303835 303.531339 
2.408554 313.159854 
2.513274 323.409595 
2.617994 334.262900 
2.722714 345.680240 
2.827433 357.597600 
2.932153 369.924932 
3.036873 382.545753 
